reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
091f4836-8945-417a-940c-5e0ad6a85cd5,Wildan Gusnaldi,https://play-lh.googleusercontent.com/a-/ALV-UjWYzbukyTjI6WT8Inmk7i2cVPzjsaOFhMa1bg4EyfOiWdznVcsZ,Untuk apa unduh apk jika pas nge klik pindah ke web ditambah ketika klik ikut pelatihan kok gak muncul muncul ini gimana ya apk yang berbau gratis dari pemerintahan selalu tidak di urus dan di biarkan ini gimana dah solusinya dong bung anggaran beasiswa nya di kemanakan dimakan siapa,1,10,6.0.5,2025-02-06 04:46:18,,,6.0.5
308cca68-3323-4050-b313-7eb4d23190a0,Natalie Jerand,https://play-lh.googleusercontent.com/a-/ALV-UjXxgJkOi29F-qhx7hJykXfxXyWIVaoTerBy4UhLTs7WDLK6p2o,"Mau ikut pelatihan malah diarahkan bolak balik website dan aplikasi. Tidak membantu sama sekali, aplikasi bertele tele. Jangan di download karena gak bisa ngapa ngapain.",1,0,6.0.5,2025-04-03 14:38:34,,,6.0.5
30c41f37-0975-4aad-80b1-d507a7c773d5,Ota Rockaffella,https://play-lh.googleusercontent.com/a-/ALV-UjWK-ExZzxbZ2igPSOC1i2ahJEs1vdyW8TIkJ86ZTHVJ_1DTga3l,"Aplikasi gimick doang, ga heran lah, sama2 dari pemerintahan juga, gajelas. Kalau cm bikin web aplikasi mah anak SMP jaman sekarang juga bisa. Gak bermutu banget, sumpah",1,0,6.0.5,2025-03-24 00:01:42,,,6.0.5
b4e2b84a-0de7-4946-a1fe-6bc842066665,ADAM ARI WIBOWO,https://play-lh.googleusercontent.com/a-/ALV-UjVB8qMZp5VaqDTJh_10uIfbi7nR03GSud7uSjbGICRfyiQEoReP,"Ini kenapa klaim ke-6 statusnya masih tahap ""Sedang Mempersiapkan Berkas"" ??? nyoba ""hubungi contact center"" tapi malah ditutup telponnya tidak di angkat ..????",5,16,6.0.5,2025-03-17 07:21:24,,,6.0.5
bd337956-586b-43ca-bf10-ad268ecd36fa,Sigid Haryo,https://play-lh.googleusercontent.com/a-/ALV-UjWh47klz9iUFxzHz2HcL1GCGKIB_UhxE39iNAD-a39ADO3zPgBM,"oiiii, sistem diperbaiki dong, ini buat nyari kerja di suruh pake aplikasi ini, malah aplikasimu rewel, susah amat cari kerjaa. pantes negara miskin, orang cari kerja aja di bikin susah.",1,0,6.0.5,2025-04-08 06:27:41,,,6.0.5
ae8fe4fe-cc5f-4c26-9098-f212cc4fe622,Mida Sari Ina,https://play-lh.googleusercontent.com/a-/ALV-UjVFTUq0kaliAnQZZFaZeXR6vB3PefkMtRy4R2ppImtGdq-Q-_1J,"gini banget aplikasi sekelas pemerintah. mau ikut pelatihan, ngeklik menu2 nya malah diarahin mulu ke web. trus fungsi lu sebagai aplikasi apa? (bertanya dgn nada emosi)",1,0,6.0.5,2025-04-05 23:44:26,,,6.0.5
943aa36e-43d9-4b40-aec1-cd27dfb9b3e7,Norufatin Andoriani,https://play-lh.googleusercontent.com/a-/ALV-UjXEGqtXVsfQRgACyLW5R4SdynczMHDbcHVNMP_Uh2uS9f_2hw,"sudah terdaftar, tapi tetap nggak bisa login, dengan cara mail dan identitas titas diri tidak besrhasil",1,0,6.0.5,2025-04-09 08:28:19,,,6.0.5
cfec4b5b-5f7d-4f28-bc2b-5a8ed42fa2e5,Renanda reza cahyono,https://play-lh.googleusercontent.com/a/ACg8ocKePWx_ISVElU47vewzD23eI-B50-q8JrX2yc6_1ms0S7K2gw=mo,"Parah, alamat lokasi tempat tinggal tidak ada di aplikasi!!! Aplikasi kurang lengkap , lokasi sesuai ktp tidak ada parahhhhhh!!!",1,5,6.0.5,2025-02-12 11:30:32,,,6.0.5
137ce599-ab28-4a3c-a0be-7d660146b813,Nur Risema,https://play-lh.googleusercontent.com/a/ACg8ocIt_Csjen6TJYYqtwjJ1f9tsZSD1EvNOA-vlHsOl152UOVTRA=mo,"Sudah buat aku, sedang proses pencairan jkp, akun suka keluar sendiri giliran mau masuk lagi dg aku yg sudah di buat mlh keterangan email /nomer salah.... Mohon di perbaiki lagi",2,0,6.0.5,2025-03-06 14:50:14,,,6.0.5
6376d7ab-d298-4d50-8cbf-fef1ccfa8066,Rakhmat febrian06,https://play-lh.googleusercontent.com/a-/ALV-UjUSFT0NyKCNnK1fJdWu6S0MRAcRlDdi6FEEFrhsbJ9Uyy3GrQA,"Ini mau klaim yang bulan ke 2 tulisannya nomer rekening tidak valid maksudnya gimana yaa, padahal bulan ke 1 bisa ???",3,2,6.0.5,2025-02-23 18:12:50,,,6.0.5
a283b4c4-406d-4656-8ca0-69444ed3710a,Hardin A P,https://play-lh.googleusercontent.com/a-/ALV-UjU7cEenT__eKFNasTpFuLEK9Z29LkaTuY2ARr8oCiq2YX5j5kDC,"Aplikasi SIAPemosi kalo gini caranya, alamat dah bener sesuai KTP malah msh tanda silang. LAWAK!!",1,0,6.0.5,2025-02-27 11:34:02,,,6.0.5
0c7757f0-29f9-4399-85d3-17408c694da7,Septia Nurkumala,https://play-lh.googleusercontent.com/a-/ALV-UjW_xax7Eb3FY2lc8DtyYMIZzVAvbDp0dlW_2UZTX84Io4nJk7l_hg,"app gk guna, mau daftar pelatihan di app malah di kembalikan ke website kemnaker, udah gitu gk keluar juga informasi apa pun",1,0,6.0.5,2025-03-28 10:55:12,,,6.0.5
00238f9d-dac7-4a55-a2b6-8c27c2d439f6,Zan Rakuen,https://play-lh.googleusercontent.com/a-/ALV-UjVBpQUj2s-O13PTTsVKkTyo_EijbSa78vee58CgTxBmnRqXFXU,"Loker tidak ada diperbaharui. Melamar juga diarahkan ke browser, tidak lewat aplikasi ini ternyata.",1,3,6.0.5,2025-01-24 03:37:08,,,6.0.5
7e266d41-ccbf-4ebd-991d-faad9d3fc3b8,JHØĒ Bāñqszãtsz (R_geminius_xv),https://play-lh.googleusercontent.com/a-/ALV-UjUr8--Ru6XkNJ_wPynqGMrQ_8Z7RAH4ALnmLrOdiYU9Rgpfjdgy,"bagian nama lembaga pendidikan sama jurusan, tidak mengeluarkan huruf abjad di keyboard, hanya angka saja. tolong di perbaiki",4,0,6.0.5,2025-04-10 04:26:01,,,6.0.5
64fa6b1f-d918-4c1b-8054-2ac61efa2d15,Ngatini Tini,https://play-lh.googleusercontent.com/a/ACg8ocIvlaMsAGH4BcZoLbAlMPonQ2eXdA20c9KJcEdyufiD0hvoUA=mo,ini gimn y klaim ke 2 udah menyelesaikan misi semua diketerangan y dalam proses tapi kok tiba2 diriwayat pengajuan anda ditolak trus dapet email kl belum masukin surat pemberitahuan PHK dari perusahaan /pemberi kerja yang ditunjukkan ketenagakerjaan setempat kan aneh klaim ke 2 kan cuman selfi sama menyelesaikan misi kl pun mau uplot kn g da kolom buat upload berkas.,1,0,6.0.5,2025-04-08 15:05:31,,,6.0.5
b505fd7b-826b-4794-b159-04e5e076fb15,Hermawati Windiani,https://play-lh.googleusercontent.com/a-/ALV-UjUGM4662kmiG0XKRHOUQcTHzypQ8t8OwVOnM3xq_RFIs8uF0XA,"Sangat bermanfaat untuk para pencari kerja, dan bagus,mudah ngeklaim pekerjaan",5,0,6.0.5,2025-03-23 16:18:01,,,6.0.5
d8c3ece4-a4ee-4dc1-9fac-c0c5a6447221,ZXQMZI KOMENTATOR,https://play-lh.googleusercontent.com/a-/ALV-UjV_tLxPueEzJcXSck4Uxa1u_B4IN-uSECpz6-T-Omcly3wYOZCz,"Yakin adanya aplikasi ini bisa ngurangin pengangguran? Nyatanya itu banyak aplikasi swasta yg serupa gak ngurangin pengangguran, terus gada tata cara pengisiannya/perintahnya kurang jelas/ambigu.",1,0,6.0.5,2025-02-26 01:28:25,,,6.0.5
7685e44a-d4d6-4a48-b7d4-68e30548451a,bakul brambang,https://play-lh.googleusercontent.com/a-/ALV-UjUpJorF-atNCC8E2HcyrIC3ssdLCQHPOAYg88iOl0aryvgTuiGo,ini emang hp gua yang kentang atau emang aplikasinya kok mau uplod foto ktp dll selalu kembali ke branda?,1,1,6.0.5,2025-03-07 18:01:53,,,6.0.5
de7d6156-630c-4c56-b8b5-5daf258c89a2,Ambrosius Jonathan,https://play-lh.googleusercontent.com/a-/ALV-UjWmfbiXhOV7g60GQXfwHEjOAgTzSzoUMRaZaEGwYJyf2mBUrVt7,Gak bisa daftar dan selalu gagal ini gimana sihh susah bgt buat daftar login nya,1,1,6.0.5,2025-02-25 11:47:05,,,6.0.5
778c3ad2-1447-4230-bfc4-9d2c100a7aa5,Yous Official,https://play-lh.googleusercontent.com/a-/ALV-UjV7liZpiB8PvnXe_n815Crq9mwCv2JcWEl9Y74x8ba9MqAiEmM,Aplikasi ga jelas kode OTP Aja ga di kirim kirim najis bnget nih aplikasi bukanya di permudah buat daftar malah di persulit,1,3,6.0.5,2025-02-12 10:19:24,,,6.0.5
8823d31c-d2e3-4666-8f2c-add44f4655a5,Nasywa Agustina,https://play-lh.googleusercontent.com/a/ACg8ocJ4vQqjOt3iNvfrzxvcElm5SSOHKE3TvPtInMrFBDJnFv9WRA=mo,"aplikasi jelek dan gak jelas, kode otp gak bisa ke kirim terus haduhhh kacau",1,4,6.0.5,2025-01-29 07:41:36,,,6.0.5
94860b54-5cb4-4ad3-9c36-1973d9a5290a,Wiwik Diyah,https://play-lh.googleusercontent.com/a/ACg8ocJ3sACTlv3Y9_ZC89nBkymB6et8YR7zcadRWq2_ciHd5U-sdA=mo,Tolong siap kerja ini kenapa ya pengajuan klaim yg ke 6 kok lama banget biasanya paling lambat 3 hari tp ini udah 5 hari belum di transfer mana pengajuan klaimnya eror Mulu sekarang mah,1,2,6.0.5,2025-03-07 12:31:41,,,6.0.5
d67ea81b-a132-494a-b8c5-c8abc8c46cfa,Saiful Rahman,https://play-lh.googleusercontent.com/a-/ALV-UjVUXjSYsQMrQ89SqA7oyunLhQ4IywZjK6E_zEfXykuUg7CPSn5x,Melengkapi identitas saja selalu gagal!! kemitraan anda dengan ketenagakerjaan loh. Tolong di perbaiki.,5,52,6.0.5,2025-01-17 01:51:58,,,6.0.5
40c69846-179a-49e9-99dd-560dbd731a47,Kaharuddin Syah,https://play-lh.googleusercontent.com/a/ACg8ocKKY0WUnUMMQKMCAMKx5Afng5esdsSZ3mxvaDO6PDwgnFOiVQ=mo,"Setelah sehari, akun gabisa digunakan dan harus membuat akun baru untuk mengecek progres.",3,1,6.0.5,2025-02-05 06:25:20,,,6.0.5
10b43412-ae08-42e3-b5dd-cb6a88d880c0,Milla sari,https://play-lh.googleusercontent.com/a/ACg8ocJcnPny2zHjrynvyv9nkphbpA1FWDlxHhC94CzHOnxPvgafDg=mo,"Selalu gagal pas pengajuan jkp, terus menerus ajukan ulang sampe sekarang gk bisa",3,1,6.0.5,2025-03-14 02:27:16,,,6.0.5
59956132-2521-4296-85da-e0e9508d891c,Donny Dui,https://play-lh.googleusercontent.com/a-/ALV-UjXYAsCWp05Uwx5kV7BtuPqTt2rqfuWlUkrlNyhGyKO7hXydeY4,"Layanan sangat buruk, server sering down sehingga untuk klaim gagal terus",1,0,6.0.5,2025-03-13 01:54:54,,,6.0.5
195f6abe-9181-4900-969c-8888bab2142c,Maida Zainy Ummy,https://play-lh.googleusercontent.com/a/ACg8ocKt7T-SMvu5lSY7YOshmIWbsN16eu3iJNUBo26qx_gs7y3ykg=mo,Saya mau ngisi bagian keahlian slalu ngga bisa ? Aneh loh padahal saya sudah mencoba beberapa kali tetap gagal wkwk maaf apk sesuai rating karna sangat kurang maksimal dan tidak rekomen sekali,1,51,6.0.0,2025-01-08 14:47:36,,,6.0.0
15cc4c9c-b4b2-4521-84cb-a5d466381324,B. Limho,https://play-lh.googleusercontent.com/a/ACg8ocLDueNy7ucz5BIwAy8mDxCdY87FLh2byrrPWWal18XCw-IT_J37=mo,Sekelas apk punya pemerintah kwalitas dan fungsinya minus.. Seminggu ini udah ga bisa masuk informasi JKP. Selalu mental dan di arah kan ke web. Dan tetep aja ga bisa ke buka. Tolong pihak yg terkait upgrade dan tingkatkan performa lg Apk ini.,2,9,6.0.0,2025-01-06 22:42:08,,,6.0.0
b58b0c91-33b6-4b43-9a72-4528967f413c,Ferry Firdaus,https://play-lh.googleusercontent.com/a-/ALV-UjXfASLAtMBdgnduSjYgsZTtce0Nnn66rEw4t-5O6jLJ5T4BFdI,"Katanya udah di update ini saya gimana udah ngisi semua biodata dari 1-8 tapi yang ke 9 gak bisa di simpen pdahal udah di isi itu udah selesai harusnya tapi yang ke 9 itu ngaco di klik brapa kali pun gak ke save, yaa ttp aja gak terverifikasi",1,6,6.0.0,2025-01-08 11:38:01,,,6.0.0
6dac687e-9370-4037-9976-afd7ef60a8ad,Galih rotten,https://play-lh.googleusercontent.com/a-/ALV-UjXDWH13urUoQPbLc75VQoy7KSdRabwNS3QnmTheMLC5eZkjMQLQ,"Dari komen2 yang saya baca, banyak sekali yang mempermasalahkan masalah klaim bulan ke 6, banyak yang gagal klaim, saya juga termasuk, pada kalim bulan ke 6 awalnya tidak bisa login, terus sudah bisa klaim tapi eror dan klaim gagal sampai sekarang, saran ke pemerintah sih di tulis bantuan 5x gitu aja sih",1,38,6.0.0,2025-01-08 08:42:23,,,6.0.0
d749699c-3189-4e55-955c-1171a995ce4f,Guntur Gluduk,https://play-lh.googleusercontent.com/a/ACg8ocLpwuASCys4E1SbU7fJEEbL2xOQA261JKa-aI3KkJXD98Kibg=mo,kenapa sih APLIKASI dari pemerintah kebanyakan banyak errornya? gini amat sih mau klaim ada-ada aja kendalanya,1,0,6.0.5,2025-04-10 19:10:20,,,6.0.5
72bb230f-9fef-48d2-a3b5-dcd7540e9997,adinda trisqidira,https://play-lh.googleusercontent.com/a-/ALV-UjWbweK7_15VrpaAUXMDbegB_LI4PHTDWyG-SbaFPDCce9CC9Anx,"Kode OTP susah di dapat, klik pelatihan tulisannya jadwal tidak tersedia padahal dari penyelenggara sudah membuka pendaftaran, mengisi data diri seperti pengalaman kerja sertifikasi dll susah ketik pekerjaan sudah diketik tapi muncul tulisan ""belum diisi"" jadi tidak bisa disimpan tidak bisa ikut pilih pelatihannya. SEGERA DIPERBAIKI SATU LAGI MASUKNYA KENAPA DI CHROME KALAU ITU APLIKASI YA DI APPS AJA MENGGANGGU PEKERJAAN YG LAINNYA",3,5,5.0.7,2025-01-02 23:20:17,,,5.0.7
60ea65ae-3b32-4295-bae8-756473779a14,Junadil 29,https://play-lh.googleusercontent.com/a/ACg8ocJ0zjfG4OBxS-Bc0U1LucZirjXaXsjL_FEY4gtqsBzkzz_pCw=mo,"Semenjak mengurus surat pencari kerja menggunakan aplikasi, sangat sulit, masa kode otp aja ga masuk2 di SMS aneh maksa banget pemerintah make aplikasi yg banyak bug nya, saya nunggu dari pagi sampai sore otp ga masuk masuk di SMS, minimal kalau verifikasi otp siapkan opsi email agar tidak terjadi kesulitan dalam tahap verifikasi. Sangat kecewa semenjak ada aplikasi ini",1,33,5.0.7,2024-11-28 06:51:09,,,5.0.7
3d095cda-c342-44f3-bd9e-8f724e5080b7,Delfi Nadeak,https://play-lh.googleusercontent.com/a-/ALV-UjUjAsRKonHIiLzZkz6s_hKY9IunsdaB4HMGh2ZGeZqQ6MYYkPDI,"Yaelah baru liat rating nya pas udh download. Amatir kah yg bikin? Pas daftar malaj dialihin ke web, pas di web dialihin ke apk. Gitu aja muter2. Kayak apk abal2 yg dibikin anak smp dr tutotial yt. Gatau lagi deh",1,0,6.0.5,2025-03-06 08:55:12,,,6.0.5
5da66a76-b50f-460f-9f6c-71f1842f9fd8,Cibi silvi,https://play-lh.googleusercontent.com/a/ACg8ocKtlTYPHskODUTaJ1b8KFcrDyviYXbk011JyViiaeInP0NYfA=mo,aplikasi siap kerja ini bagus harus nya utk mempermudah utk masalah klaim dari buruh pekerja tetapi dgn adanya aplikasi ini seperti TDK ada bedanya dgn dtng langsung ke cabang BPJS karena kelalaian dlm klaim yang sangat lama dan buruk utk manfaat yg di berikan nya ....kelalaian ini terjadi di cabang cabang BPJS yg kurang perhatian terhadap aplikasi yg di buat nya mohon utk di benahi bukan aplikasinya tetapi orang nya yg di tunjuk utk mengurus di BPJS ketenaga kerjaan terimakasih,3,0,6.0.5,2025-03-19 14:12:19,,,6.0.5
4a8e38b9-4ba1-4c79-8ed2-9150cf96b4d3,Azizah Annur,https://play-lh.googleusercontent.com/a-/ALV-UjW34H6oW9RAPo_Stlyp6aO9InW2aBUITvQ8zOWhgl9MHMfId9I,aplikasi setelah diupdate malah ga bisa login dan udah klik kendala login tetep aja error.. gajelas banget ini aplikasi.,1,5,6.0.0,2025-01-07 08:03:18,,,6.0.0
c53e1846-9c79-463b-b765-b22f20f404b7,Coman Son,https://play-lh.googleusercontent.com/a-/ALV-UjW1MIfNO-vjMa5nhfrjdBl0rtUlQ4xl6vsQ11DSFYtl19oYlBJs,"Ini kenapa ya? Saya sudah isi semua ""lengkapi profil"" tapi pas saya isi keahlian malah gak bisa dikirim tolong diperbaiki apliksinya",1,6,6.0.0,2025-01-08 15:01:30,,,6.0.0
d9b862a9-b838-4689-8092-221de4cc4edc,Sul Kifli,https://play-lh.googleusercontent.com/a/ACg8ocKf0zJ4TYD3D2PyZ-DMk3NVRrnefLVyhYCvHYnpydxKewIv2A=mo,Fitur alamat tidak lengkap kabupaten kota ada kecamatannya enggak ada. Aplikasi yg kurang baik dan Ribet.,1,3,6.0.0,2025-01-08 16:05:22,,,6.0.0
d42a313d-ad19-43a0-ae91-9284e0e9ab80,Muhammad Palahudin,https://play-lh.googleusercontent.com/a/ACg8ocIZ7-MIZa45M8a9iEhn8ieDDFyk8EnEt_oJEsjVPxFoCmFtNg=mo,Saya mengikuti program JKP tp tidak bisa menyelesaikan misi padahal sudah melamar berbagai perusahaan tetap saja notifikasi nya menunjukan saya harus melamar pekerjaan. Misinya hanya 5 lamaran saya udah lebih 20 lamaran tetep aja ga mau ga cair dah hak saya,1,6,6.0.0,2025-01-10 11:47:40,,,6.0.0
f6fa6322-3010-426c-ad17-148ae6f64505,jeruk bosok,https://play-lh.googleusercontent.com/a/ACg8ocJhCQZo8Fh4PNpk1L6vGmoQdRP3z2XQ2EX7EfMgpBT8o-RRnA=mo,"mau login aja susah bgtt, kode otp ga dikirim"" ga guna",1,4,6.0.5,2025-01-22 05:16:15,,,6.0.5
7a9c61ee-5faf-4625-805f-840b9a92359e,julena julena,https://play-lh.googleusercontent.com/a/ACg8ocL04D0zrUsK1rtAN7bk2k3uU1nsgTH6l8D6aN5BrExbRfozEA=mo,aplikasi ini sangat membantu mencari kerja. saya dari perantauan mencari kerja di sini,5,0,6.0.5,2025-04-05 00:41:23,,,6.0.5
87597628-1c1b-4108-8277-434ff50935b0,siti umaroh sarwan,https://play-lh.googleusercontent.com/a-/ALV-UjVceDhn8fyDuRvy_TsOw7X36AoZCUtHAqDwjQ1ckAdfebqrdrg,Sudah download aplikasi masih tetap kembali ke browssr chrome Lalu gunanya apa saya download. Klo mau masukkan data sering luemot..alias loading lama buanget..ujung2nya data hilang..padahal sudah tinggal masukkan foto lalu simpan..eh balik lagi masukkan data mulai dari awal lagi. Ada filter pencarian tp tidak berguna Data loker tidak lengkap. Tidak sepwrti di jobstreet,1,149,5.0.7,2024-05-26 03:37:23,,,5.0.7
bfcc5b71-290d-4706-ad91-fbb064e8927b,Nur Halizah,https://play-lh.googleusercontent.com/a-/ALV-UjUrFlVhrgD7J0fpUqWJQBBJYaj4SSOicQvDGE8l0EmmYv2XGOU,"Aplikasi masih sering kembali ke chrome, pas mau pilih pelatihan malah error dan kembali ke menu utama, udah beberapa kali dicoba tetap sama saja, padahal internet lancar dan sinyal bagus. Tolong diperbaiki lagi kalau mau membantu masyarakat dan memajukan bangsa, ini aplikasi buatan pemerintah, tetapi banyak kekurangan yang belum diperbaiki. Terima kasih",1,67,,2024-07-25 03:39:35,,,
c623d97f-c368-483f-aa44-f7ff3cb18e4b,Eros Lush,https://play-lh.googleusercontent.com/a/ACg8ocKw9EZk9TbtizGY8cmZbwkT1HnuQsydQwSwkc9vYGpJKfd-RA=mo,"Aplikasi paling jelek yang pernah ada, gatau ini sebenarnya pemerintah niat ga sih ngasih pelatihan. Tiap kali mau enroll class malah balik2 lg ke halaman utama. Kalo emg ga niat, cuma setengah2 doang gausah bikin sekalian. Pantesan negara ga maju, bikin aplikasi ginian aja ga becus. Sekelas kemnaker loh ini apknya jelek bener, masih lebih bagus apk game abal2 buatan anak kecil yg baru belajar. Dana banyak padahal tp buat memperbaiku hal2 penting kaya gini gabisa. Gajelas.",1,63,4.0.0,2024-02-14 02:39:25,,,4.0.0
48a88ef9-0d08-4d61-918f-442be1730779,Sony Tipe,https://play-lh.googleusercontent.com/a/ACg8ocJ02Ej_XEfvjbbR0K1QUEF8XiYBGIbyYyxGTtMBjrnsU3_URA=mo,"- Saran saya buat aplikasi ini kalo bisa mencari lowongan kerja sesuaikan dengan kota yang saya cari dan posisi pekerjaan yang saya inginkan, masa info lowongan kerja lebih banyak dikota jakarta lalu jika difilter harus isi kolom yang sudah ditentukan, kalo kita pilih isi dengan jawaban saya sendiri malahan yang dicari TIDAK DITEMUKAN. - loading tidak bisa lebih cepat malahan makin lambat/lelet sekali. - jika sudah gak ingin login dan kembali ke menu utama hp kalo bisa langsung exit aplikasi.",1,109,5.0.7,2024-02-26 04:49:11,,,5.0.7
424212ac-519e-4a86-9b4e-324b55a6dac4,Gilang Agustian,https://play-lh.googleusercontent.com/a/ACg8ocK9-Ju7wBVH8EpNj1Vm8QAOuP5LcvhzieKqvotufen4w83gBg=mo,Baru mau masuk kesini no ktp saya sudah ada yang masuk aneh bin ajaib jadi gagal total mau masuk gimana kalau ktp sudah terdaftar padahal saya belum pernah sama sekali bikin akun/login di SiAPKERJA ini. Sangat kecewa dan tidak membantu,1,0,,2025-02-04 03:26:23,,,
3dd11bfd-4f59-4d00-ace4-1f9977a42b74,Aldin F,https://play-lh.googleusercontent.com/a-/ALV-UjVLm4XMX94pa4rqAMJVxJRIF30k6Dp7lCn7FaDlSWYUWI7RwCxk,"aplikasi gimmick pemerintah, ujung²nya masuk website + milih salah satu pelatihan mental ke halaman utama terus. sehat² pejuang",1,3,6.0.0,2025-01-13 13:04:29,,,6.0.0
